"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",2,"weak","Mention only","SDG 13, SDG 12, SDG 8","aspiration, policy","","","The company outlines three pillars for sustainability: Protecting the Planet, Minimizing Resource Use, and Inclusive Growth.","The company has identified key areas for intervention, encompassing three pillars: (i) Protecting the Planet, (ii) Minimizing Resource Use, and (iii) Inclusive Growth, emphasizing their comprehensive approach towards sustainable development."
2023,49,"Natural Capital",2,"weak","Planned","SDG 13","aspiration","","","The company states its commitment to responsible resource use and minimizing its carbon footprint.","It actively takes steps to ensure responsible resource usage and minimise its carbon footprint."
2023,53,"Biodiversity",2,"weak","Mention only","SDG 9, SDG 12, SDG 13","aspiration, policy","","","Coromandel's fertilizer facilities are recognized as ecologically sustainable.","Coromandel’s fertiliser manufacturing facilities are widely recognized as among the most ecologically sustainable in the nation."
2023,59,"Management Discussion & Analysis",2,"weak","Mention only","SDG 8, SDG 9, SDG 12","initiative","","","Coromandel was recognized for its commitment to business ethics and innovation.","Coromandel has been declared as winner of Deloitte’s ‘India’s Best Managed Companies 2022’, demonstrating the organization’s commitment towards business ethics and ability to adapt to changing industry landscape with a keen focus on innovation and technology."
2023,64,"Specialty Nutrients",2,"weak","Mention only","SDG 12, SDG 13, SDG 15","policy","","","The growing awareness of sustainability and environmental issues is leading to stricter regulations, particularly in Europe.","The movement surrounding the growing sustainability and environmental awareness is resulting in an increasingly strict regulatory environment, particularly in Europe."
2023,119,"Annexure F to Board’s Report Annual Report on CSR Activities 1. Brief outline on Corporate Social Responsibility and Sustainability (CSRS) Policy of the Company",2,"weak","Mention only","SDG 3, SDG 4","aspiration, policy","","","The Murugappa Group prioritizes education and healthcare as core focus areas for their philanthropic efforts.","The Group’s philosophy is to reach out to the community by establishing service oriented philanthropic institutions in the field of education and healthcare as the core focus areas."
2023,119,"Annexure F to Board’s Report Annual Report on CSR Activities 1. Brief outline on Corporate Social Responsibility and Sustainability (CSRS) Policy of the Company",2,"weak","Mention only","SDG 1, SDG 4, SDG 8, SDG 10","aspiration, initiative","","","Coromandel is committed to supporting programs that empower disadvantaged communities through education and financial services.","Coromandel is committed to identifying and supporting programmes aimed at: • Empowerment of the disadvantaged sections of the society through education, access to and awareness about financial services and the like."
2023,119,"Annexure F to Board’s Report Annual Report on CSR Activities 1. Brief outline on Corporate Social Responsibility and Sustainability (CSRS) Policy of the Company",2,"weak","Mention only","SDG 3, SDG 6","aspiration, initiative","","","Coromandel aims to provide access to basic necessities like healthcare, drinking water, and sanitation.","• Provision of access to basic neccessities like healthcare, drinking water & sanitation and the like."
2023,119,"Annexure F to Board’s Report Annual Report on CSR Activities 1. Brief outline on Corporate Social Responsibility and Sustainability (CSRS) Policy of the Company",2,"weak","Mention only","SDG 1, SDG 8","aspiration, initiative","","","Coromandel aims to eradicate hunger and poverty through livelihood generation and skill development.","• Work towards eradicating hunger and poverty, through livelihood generation and skill development."
2023,119,"Annexure F to Board’s Report Annual Report on CSR Activities 1. Brief outline on Corporate Social Responsibility and Sustainability (CSRS) Policy of the Company",2,"weak","Mention only","SDG 13, SDG 15","aspiration, initiative","","","Coromandel supports environmental and ecological balance through initiatives like afforestation, soil conservation, and rainwater harvesting.","• Supporting environmental and ecological balance through afforestation, soil conservation, rain water harvesting, conservation of flora & fauna, and similar programme."
2023,29,"Materiality Assessment",2,"weak","Mention only","SDG 8, SDG 12","aspiration, policy","","","Coromandel prioritizes customer satisfaction and high-quality products and services.","Coromandel prioritizes customer centricity as a core driver of the business. It strives to offer the highest standards of quality in products and services."
2023,27,"Pillars, Themes, and Interventions",1,"weak","Mention only","SDG 13","aspiration","","","Coromandel states its commitment to ecological harmony and sustainable practices for environmental protection.","Coromandel prioritizes ecological harmony through sustainable practices to protect the planet."
2023,70,"Sustainability",1,"weak","Mention only","SDG 1, SDG 2, SDG 3, SDG 8, SDG 10, SDG 12, SDG 13, SDG 15, SDG 16, SDG 17","aspiration","","","The company states its commitment to achieving environmental, social, and governance objectives.","The organization is making consistent advancements towards achieving its environmental, social, and governance objectives."
2023,70,"Sustainability",1,"weak","Mention only","SDG 15","aspiration","","","The company emphasizes the importance of biodiversity conservation near its factories.","Promoting biodiversity in the areas surrounding its factories is a matter of great significance to Coromandel."
2023,29,"Materiality Assessment",1,"weak","Mention only","SDG 2, SDG 15","aspiration","","","The company aims to offer products that minimize environmental impact, preserve soil, and support farmers.","Coromandel should focus on offering products that has the capability to minimise environmental impact, ensure preservation of soil and provide enhanced support to farmer livelihoods."
2024,67,"Biodiversity Conservation",8,"strong","Measurable","SDG 15","measured_outcome, initiative","✓","","Coromandel's efforts have resulted in 44% of its factory premises being covered in green space.","These efforts have led to achieving an impressive 44% of total area under green cover."
